,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,clusters
858,0.007160532328213093,0.0,0.007160532328213093,0.011197349689092764,0.0011774926213543487,0.001528377160453634,0.0007130852516300766,0.1820802770686845,0.05181878205249918,0.008760844349890162,0.00664615237297065,6.928512457504308e-06,0.2423212017612979,0.11301404713867935,0.15491910553158106,0.00045038045843220345,0.0008116547546940557,0.6115151515151516,0.125,0.819672131147541,0.8078212290502793,0.09090909090909091,0.5704083007680905,0.3183797909407673,0.32578685808945335,0.0958974358974359,0.8597194388777325,0.8105849582172702,0.01256544502617801,0.6011131725417438,0.025974025974025976,2
852,0.11986809211325788,0.0,0.11986809211325788,0.1652195230904718,0.2380327497953865,0.23304673972097567,0.000360345326918625,0.18189340930302328,0.0407807523414877,0.3192157808566698,0.15397535775904597,1.801393284994874e-05,0.4215010958193002,0.11558276446692917,0.2331632797175363,0.01901258747576126,0.5465927509432322,0.6390909090909092,0.75,0.9344262295081969,0.29720670391061454,0.18181818181818182,0.6022099447513811,0.29006968641115094,0.31198233020430705,0.0958974358974359,0.8537074148296142,0.871866295264624,0.06596858638743455,0.6534893677750819,0.3766233766233766,0
284,0.007236863253997659,0.0,0.007236863253997659,0.004113345709019456,0.022189193763525253,0.002282262166080115,0.0007181600875773256,0.18406711737151804,0.05540752662514331,0.010144135563030732,0.008427411088774,1.1639890951629113e-05,0.23890857319258885,0.11916456354098548,0.12710867006669285,0.00042239803658822034,0.0010977468629103856,0.5542424242424243,0.125,0.39344262295081966,0.9620111731843576,0.09090909090909091,0.4638188923325697,0.18183797909407673,0.6184428492545555,0.0,0.28456913827653807,0.8105849582172702,0.0,0.4262879977165691,0.0,2
611,0.10763122030049596,0.0,0.10763122030049596,0.6937844466994719,0.8406263736996886,0.007901421686407666,0.00045170150958737695,0.17443035431578122,0.019357218625571604,0.010297834586713017,0.19950081291829122,1.6905490580485528e-05,0.4556319890156981,0.13967591253777722,0.0964211847783445,0.0001832165964501275,0.1923980032235638,0.828030303030303,0.125,0.4098360655737705,1.0000000000000002,0.09090909090909091,0.7854736558415306,0.5119773519163751,0.44505797901711763,0.0,0.6112224448896768,0.4986072423398329,0.0,0.677893535036392,0.0,2
372,0.29138506016794424,0.0,0.29138506016794424,0.6165448636446464,0.5966093449992174,0.4793462937693644,0.0003552704909713759,0.17744303501971811,0.04273823158584589,0.3567354339665806,0.13801659795544768,2.9930934368943657e-05,0.3404442560485066,0.1236490201617545,0.19898870145154968,0.000138911345038423,0.5468809601330494,0.38621212121212123,0.125,0.29508196721311486,1.0000000000000002,0.09090909090909091,0.3488748147149979,0.8534407665505235,0.2606294864715627,0.0,0.37274549098185616,0.6852367688022284,0.0,0.24718139003853284,0.0,1
317,0.039650481463987024,0.0,0.039650481463987024,0.15722112235928348,0.2713374739044968,0.0046592845911150454,0.0002613791742335661,0.0017618480258957854,0.040508956348408565,0.01139078834411772,0.008753914457044784,8.868535853518005e-06,0.3643341918659022,0.15327812215564462,0.16799615535504125,0.0006389270685487579,0.3271918906818099,0.2968181818181818,0.0,0.032786885245901676,1.0000000000000002,0.09090909090909091,0.15065355073440237,0.541594076655052,0.8023191606847047,0.0,0.3166332665330174,0.7520891364902507,0.0,0.06350792065077779,0.0,1
105,0.09458971326391263,0.0,0.09458971326391263,0.7593692760223618,0.970919858012947,0.004778752666239949,0.00015987331967031582,0.0018228650912068232,0.014626676409693284,0.013781668876909875,0.007542227807055083,4.4342180418683875e-05,0.24402751604565154,0.13328531835300061,0.16987053746567288,0.0005643080764568607,0.15474192672293077,0.22090909090909092,0.875,0.7213114754098362,0.01675977653631283,0.5454545454545454,0.07074518258994747,0.34342334494773397,0.7553837658752072,0.0958974358974359,0.10420841683367144,0.005571030640668524,0.04397905759162303,0.21963750535179102,0.2077922077922078,0
528,0.018187063571134213,0.0,0.018187063571134213,0.02810772523344265,0.0019467885856342716,0.002599474338986385,0.0004263273298511311,0.0021584555182504947,0.053123735590750565,0.010724748994892952,0.009185623740639777,1.3858022612820914e-06,0.28583605560342207,0.12540631797020196,0.21459395841506473,0.0006575818165717325,0.28798031613055897,0.9190909090909092,0.75,0.8852459016393444,0.8893854748603353,0.4545454545454546,0.9280420428513676,0.023736933797909643,0.5560463832136942,0.0958974358974359,0.5290581162323633,0.6016713091922006,0.26492146596858634,0.9052376195233337,0.8051948051948051,0
175,0.19204036493401888,0.0,0.19204036493401888,0.7399452349152301,0.7868319686072177,0.0040331060711071495,0.007151156427898896,0.0017465954756515356,0.02272848725416754,0.012090979616404762,0.18859196970059192,0.15312721445265048,0.5699657969224905,0.14474612645227558,0.11821624166339745,0.00028814992884125925,0.32816884182750844,0.5028787878787879,0.0,0.032786885245901676,1.0000000000000002,0.09090909090909091,0.3998113461797601,0.760888501742162,0.6720044174489233,0.0,0.17434869739474834,0.5515320334261838,0.0,0.23876123876123873,0.0,1
568,0.027186649758233976,0.0,0.027186649758233976,0.0043420477304409386,0.001702131523754511,0.0015984073573054522,0.0013627282022058381,0.18092477626183692,0.06089933251915247,0.01036613843283743,0.2979996242207434,3.325576232842715e-06,0.28583605560342207,0.12493578141861239,0.1404036092585328,0.0005116747161675529,0.13721401689287688,0.7154545454545455,0.125,0.32786885245901654,1.0000000000000002,0.09090909090909091,0.6430400215604365,0.47364982578397274,0.6217559359469906,0.0,0.5691382765530761,0.7966573816155988,0.0,0.5504495504495504,0.0,2
