,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,clusters
999,0.17812037563903102,0.0,0.17812037563903102,0.8969380665876631,0.9785879513665685,0.47892609775763145,0.00029182818991706113,0.17475450189797465,0.030014616497517577,0.012620380533576003,0.2937949856748932,5.542710196222216e-06,0.5426616966999482,0.14161565183036573,0.4905191055315811,0.00282287333541519,0.5161144050145858,0.31500000000000006,0.875,0.5901639344262295,0.3418994413407822,0.5454545454545454,0.21587387144589676,0.5060975609756113,0.5074544450579791,1.0,1.0,0.04178272980501393,0.031413612565445025,0.2700156985871271,0.12987012987012989,0
105,0.09458971326391263,0.0,0.09458971326391263,0.7593692760223618,0.970919858012947,0.004778752666239949,0.00015987331967031582,0.0018228650912068232,0.014626676409693284,0.013781668876909875,0.007542227807055083,4.4342180418683875e-05,0.24402751604565154,0.13328531835300061,0.16987053746567288,0.0005643080764568607,0.15474192672293077,0.22090909090909092,0.875,0.7213114754098362,0.01675977653631283,0.5454545454545454,0.07074518258994747,0.34342334494773397,0.7553837658752072,0.0958974358974359,0.10420841683367144,0.005571030640668524,0.04397905759162303,0.21963750535179102,0.2077922077922078,0
685,0.12519691026665786,0.0,0.12519691026665786,0.6782450492799382,0.8752498895447158,0.11629679132597853,0.00028929305584800323,0.001048719226469732,0.010004872165839174,0.009426852959310283,0.010364666583869765,2.909960266684625e-05,0.2713316162681938,0.12562717501080933,0.11847783444488036,0.10876589703633821,0.0018670180254125625,0.5762121212121212,0.125,0.9672131147540983,0.3072625698324022,0.09090909090909091,0.6230966177065085,0.48432055749129077,0.05024848150193263,0.0,0.6853707414828705,0.5543175487465181,0.0,0.604538318824033,0.0,2
24,0.2298451306864143,0.0,0.2298451306864143,0.014396709981568096,0.0018892209713762612,0.3354769069382403,0.029449679536899805,0.0011898156127300927,0.048610669318920496,0.2223512440137688,0.005514276206321058,0.23286045225641827,0.470990353411322,0.058653225952187915,0.18442958022754025,0.06783790034326122,0.2988179124206751,0.521969696969697,0.0,0.1803278688524591,1.0000000000000002,0.09090909090909091,0.4382158738714459,0.7754790940766512,0.5411374930977361,0.0,0.02404809619235948,0.766016713091922,0.0,0.3195376052518909,0.0,1
787,0.1407970813328404,0.0,0.1407970813328404,0.014168419294717516,0.0020449114007569727,0.11676642521598449,0.0006293390389776317,0.0028181935274876405,0.057582481813549635,0.013627969853227617,0.006192678374846723,3.1870957764957355e-05,0.175767265489295,0.15370064142225603,0.1004750882699098,0.00035977142534102374,0.4236854603573342,0.6074242424242424,0.0,0.8852459016393444,0.5865921787709497,0.09090909090909091,0.6081390648160625,0.5010888501742166,0.1590281612368857,0.0,0.7875751503005404,0.5236768802228412,0.0,0.6143856143856143,0.0,2
436,0.012399244030588834,0.0,0.012399244030588834,0.03770580611086865,0.001804180099276801,0.09221763038977152,0.0005100689746944426,0.0025474298711490387,0.06633672049016842,0.015421114882919335,0.007846959930729565,7.205623024870111e-06,0.3250858916528827,0.11105029920360188,0.13133683797567675,0.0004720333016663531,0.16193025414660567,0.32484848484848483,0.125,0.8360655737704918,0.9396648044692738,0.09090909090909091,0.3995418407222746,0.9459930313588849,0.0049696300386526775,0.0,0.43687374749492847,0.3732590529247911,0.0,0.33937491080348214,0.0,2
576,0.07074908669722918,0.0,0.07074908669722918,0.4625231015778383,0.626121235850757,0.003938353227463318,0.00010658069051049942,0.002036421387628426,0.03855147710405038,0.01632624843338429,0.01745704458018873,2.549666644218466e-05,0.4291802780171139,0.11202496539294193,0.11084950961161244,0.0003790923501199215,0.2686023440007061,0.6634848484848485,0.125,0.47540983606557385,1.0000000000000002,0.09090909090909091,0.6154157121681714,0.5241724738675941,0.3854224185532855,0.0,0.577154308617196,0.7075208913649025,0.0,0.5553018410161266,0.0,2
708,0.10686858948376221,0.0,0.10686858948376221,0.00045699270827206164,0.001827729951703893,0.0026489122172594776,0.0011800158368683344,0.17630279362744886,0.04817571743082416,0.008248504024347653,0.350120440888991,2.2448200776707745e-05,0.40870297076842554,0.11559236619544078,0.1446318556296587,0.034555712015817856,0.4712784732312425,0.7593939393939394,0.125,0.6721311475409837,1.0000000000000002,0.09090909090909091,0.7236221533486052,0.4712543554006956,0.35063500828271676,0.0,0.7094188376753436,0.5041782729805014,0.0,0.7002997002997002,0.0,2
133,0.10966787612907059,0.0,0.10966787612907059,0.5292506183386938,0.519495353226721,0.002999078032140494,0.001525136655945212,0.24207074003753806,0.03953021672622947,0.010929691273070863,0.6673366036911976,1.5519688319203435e-05,0.4206487065953439,0.13593566333722917,0.34087438211063165,0.0004943523216564254,0.4880646606615347,0.2,0.125,0.29508196721311486,1.0000000000000002,0.09090909090909091,0.11440506670260073,0.7528310104529616,0.3970182219768084,0.0,0.13226452905803399,0.9136490250696379,0.0,0.08120450977593832,0.0,1
815,0.049441830786080394,0.0,0.049441830786080394,0.2515997829798804,0.36942784439550863,0.002916686511892669,0.0002055514110046918,0.0015711705548405522,0.033983992909227156,0.009597643314426002,0.00709963290116194,8.59117586169913e-06,0.2892486841721311,0.1288536842026753,0.12741373087485292,0.0005339937361576261,0.29401156500264075,0.5860606060606061,0.125,0.8688524590163935,0.9206703910614525,0.09090909090909091,0.6318555450747877,0.469947735191635,0.05080066261733848,0.0,0.8156312625250166,0.9944289693593314,0.0,0.589553303839018,0.0,2
